signature_row_index,compound_embedding_row_index,source,signature_id,compound_name,parsed_cell_line,parsed_time,parsed_dose,split,time_hours,dose_um,log10_dose_um,cold_drug_split
121,427,L1000,L1000::bortezomib::MCF7::::24H::10uM::PBIOA013::G15::BRD-K88510285,Bortezomib,MCF7,24H,10uM,val,24.0,10.0,1.0,train
122,1880,L1000,L1000::wortmannin::MCF7::::24H::10uM::PBIOA013::K07::BRD-A75409952,Wortmannin from Penicillium funiculosum; wortmannin,MCF7,24H,10uM,train,24.0,10.0,1.0,train
123,2821,L1000,L1000::PIK-75::MCF7::::24H::0.125uM::PBIOA013::L23::BRD-K49371609,PIK-75; Pik-75,MCF7,24H,0.125uM,train,24.0,0.125,-0.9030899869919435,train
124,2028,L1000,L1000::etoposide::MCF7::::24H::10uM::PBIOA013::O07::BRD-K37798499,Etoposide; etoposide,MCF7,24H,10uM,train,24.0,10.0,1.0,train
125,132,L1000,L1000::tanespimycin::MCF7::::24H::10uM::PBIOA013::O04::BRD-A61304759,"Tanespimycin; [(4E,6Z,8S,9S,10E,12S,13R,14S,16R)-13-hydroxy-8,14-dimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-19-(prop-2-enylamino)-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl] carbamate",MCF7,24H,10uM,train,24.0,10.0,1.0,train
127,444,L1000,L1000::MG-132::MCF7::::24H::10uM::PBIOA013::C23::BRD-K60230970,MG-132,MCF7,24H,10uM,train,24.0,10.0,1.0,train
128,2028,L1000,L1000::etoposide::MCF7::::24H::3.33uM::PBIOA013::O08::BRD-K37798499,Etoposide; etoposide,MCF7,24H,3.33uM,train,24.0,3.33,0.5224442335063199,train
129,427,L1000,L1000::bortezomib::MCF7::::24H::10uM::PBIOA013::G18::BRD-K88510285,Bortezomib,MCF7,24H,10uM,test,24.0,10.0,1.0,train
130,444,L1000,L1000::MG-132::MCF7::::24H::10uM::PBIOA013::C20::BRD-K60230970,MG-132,MCF7,24H,10uM,train,24.0,10.0,1.0,train
131,7152,L1000,"L1000::(2R)-2-[(4R,5S)-8-[2-(2-methoxyphenyl)ethynyl]-4-methyl-5-[[methyl(3-pyridinylmethyl)amino]methyl]-1,1-dioxo-4,5-dihydro-3H-6,1$l^{6},2-benzoxathiazocin-2-yl]-1-propanol::MCF7::::24H::10uM::PBIOA013::P13::BRD-K56634255","(2R)-2-[(4R,5S)-8-[2-(2-methoxyphenyl)ethynyl]-4-methyl-5-[[methyl(3-pyridinylmethyl)amino]methyl]-1,1-dioxo-4,5-dihydro-3H-6,1$l^{6},2-benzoxathiazocin-2-yl]-1-propanol; BRD-K56634255",MCF7,24H,10uM,test,24.0,10.0,1.0,train
133,4663,L1000,L1000::GSK-690693::MCF7::::24H::3.33uM::PBIOA013::D02::BRD-K25325018,GSK-690693,MCF7,24H,3.33uM,train,24.0,3.33,0.5224442335063199,train
134,427,L1000,L1000::bortezomib::MCF7::::24H::10uM::PBIOA013::C21::BRD-K88510285,Bortezomib,MCF7,24H,10uM,test,24.0,10.0,1.0,train
137,1827,L1000,L1000::geldanamycin::MCF7::::24H::10uM::PBIOA013::G13::BRD-K11528507,Geldanamycin; geldanamycin,MCF7,24H,10uM,train,24.0,10.0,1.0,train
138,444,L1000,L1000::MG-132::MCF7::::24H::10uM::PBIOA013::K08::BRD-K60230970,MG-132,MCF7,24H,10uM,train,24.0,10.0,1.0,train
139,4018,L1000,L1000::mitoxantrone::MCF7::::24H::10uM::PBIOA013::C22::BRD-K21680192,Mitoxantrone; mitoxantrone,MCF7,24H,10uM,train,24.0,10.0,1.0,validation
141,2821,L1000,L1000::PIK-75::MCF7::::24H::0.37uM::PBIOA013::L22::BRD-K49371609,PIK-75; Pik-75,MCF7,24H,0.37uM,train,24.0,0.37,-0.431798275933005,train
143,592,L1000,L1000::trichostatin-a::MCF7::::24H::10uM::PBIOA013::C19::BRD-A19037878,BRD-K68202742; Trichostatin A,MCF7,24H,10uM,train,24.0,10.0,1.0,validation
144,706,L1000,L1000::withaferin-a::MCF7::::24H::10uM::PBIOA013::G16::BRD-K88378636,Withaferin A; withaferin-a,MCF7,24H,10uM,train,24.0,10.0,1.0,train
145,2028,L1000,L1000::etoposide::MCF7::::24H::1.11uM::PBIOA013::O09::BRD-K37798499,Etoposide; etoposide,MCF7,24H,1.11uM,train,24.0,1.11,0.045322978786657475,train
146,24009,L1000,"L1000::1-[(4R,7R,8R)-8-methoxy-4,7,10-trimethyl-11-oxo-5-(5-pyrimidinylmethyl)-2-oxa-5,10-diazabicyclo[10.4.0]hexadeca-1(12),13,15-trien-14-yl]-3-propylurea::MCF7::::24H::0.04uM::PBIOA013::M06::BRD-K60936420","1-[(4R,7R,8R)-8-methoxy-4,7,10-trimethyl-11-oxo-5-(5-pyrimidinylmethyl)-2-oxa-5,10-diazabicyclo[10.4.0]hexadeca-1(12),13,15-trien-14-yl]-3-propylurea; BRD-K60936420",MCF7,24H,0.04uM,train,24.0,0.04,-1.3979400086720375,train
147,444,L1000,L1000::MG-132::MCF7::::24H::10uM::PBIOA013::K11::BRD-K60230970,MG-132,MCF7,24H,10uM,train,24.0,10.0,1.0,train
149,24111,L1000,"L1000::N-[(2S,3R)-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-2-[[methyl(pyridin-4-ylmethyl)amino]methyl]-6-oxo-2,3,4,7-tetrahydro-1,5-benzoxazonin-9-yl]methanesulfonamide::MCF7::::24H::0.04uM::PBIOA013::L06::BRD-K08220319","BRD-K08220319; N-[(2S,3R)-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-2-[[methyl(pyridin-4-ylmethyl)amino]methyl]-6-oxo-2,3,4,7-tetrahydro-1,5-benzoxazonin-9-yl]methanesulfonamide",MCF7,24H,0.04uM,train,24.0,0.04,-1.3979400086720375,validation
150,427,L1000,L1000::bortezomib::MCF7::::24H::10uM::PBIOA013::K12::BRD-K88510285,Bortezomib,MCF7,24H,10uM,val,24.0,10.0,1.0,train
151,2821,L1000,L1000::PIK-75::MCF7::::24H::0.04uM::PBIOA013::L24::BRD-K49371609,PIK-75; Pik-75,MCF7,24H,0.04uM,val,24.0,0.04,-1.3979400086720375,train
152,2821,L1000,L1000::PIK-75::MCF7::::24H::3.33uM::PBIOA013::L20::BRD-K49371609,PIK-75; Pik-75,MCF7,24H,3.33uM,train,24.0,3.33,0.5224442335063199,train
153,2821,L1000,L1000::PIK-75::MCF7::::24H::10uM::PBIOA013::L19::BRD-K49371609,PIK-75; Pik-75,MCF7,24H,10uM,train,24.0,10.0,1.0,train
154,7015,L1000,L1000::ML162::MCF7::::24H::10uM::PBIOA013::G07::BRD-A36275421,BRD-A36275421; ML162,MCF7,24H,10uM,train,24.0,10.0,1.0,train
156,2821,L1000,L1000::PIK-75::MCF7::::24H::1.11uM::PBIOA013::L21::BRD-K49371609,PIK-75; Pik-75,MCF7,24H,1.11uM,val,24.0,1.11,0.045322978786657475,train
157,6988,L1000,"L1000::N-[2-(3,4-dimethoxyphenyl)ethyl]-1-[(3,4-dimethoxyphenyl)methyl]-N-methyl-3-piperidinecarboxamide::MCF7::::24H::10uM::PBIOA013::P07::BRD-A98248982","BRD-A98248982; N-[2-(3,4-dimethoxyphenyl)ethyl]-1-[(3,4-dimethoxyphenyl)methyl]-N-methyl-3-piperidinecarboxamide",MCF7,24H,10uM,train,24.0,10.0,1.0,test
158,444,L1000,L1000::MG-132::MCF7::::24H::10uM::PBIOA013::O02::BRD-K60230970,MG-132,MCF7,24H,10uM,train,24.0,10.0,1.0,train
159,427,L1000,L1000::bortezomib::MCF7::::24H::10uM::PBIOA013::O03::BRD-K88510285,Bortezomib,MCF7,24H,10uM,train,24.0,10.0,1.0,train
160,427,L1000,L1000::bortezomib::MCF7::::24H::10uM::PBIOA013::O06::BRD-K88510285,Bortezomib,MCF7,24H,10uM,test,24.0,10.0,1.0,train
163,4018,L1000,L1000::mitoxantrone::HEPG2::::24H::4uM::CRCGN012::C21::BRD-K21680192,Mitoxantrone; mitoxantrone,HEPG2,24H,4uM,train,24.0,4.0,0.6020599913279624,validation
164,1827,L1000,L1000::geldanamycin::HEPG2::::24H::10uM::CRCGN012::O02::BRD-A19500257,Geldanamycin; geldanamycin,HEPG2,24H,10uM,train,24.0,10.0,1.0,train
166,4018,L1000,L1000::mitoxantrone::HEPG2::::24H::0.66uM::CRCGN012::C24::BRD-K21680192,Mitoxantrone; mitoxantrone,HEPG2,24H,0.66uM,train,24.0,0.66,-0.1804560644581313,validation
167,1827,L1000,L1000::geldanamycin::HEPG2::::24H::0.66uM::CRCGN012::O06::BRD-A19500257,Geldanamycin; geldanamycin,HEPG2,24H,0.66uM,val,24.0,0.66,-0.1804560644581313,train
169,706,L1000,L1000::withaferin-a::HEPG2::::24H::2.5uM::CRCGN012::G16::BRD-K88378636,Withaferin A; withaferin-a,HEPG2,24H,2.5uM,train,24.0,2.5,0.3979400086720376,train
173,4302,L1000,L1000::cyclosporin-a::HEPG2::::24H::20uM::CRCGN012::I19::BRD-K13533483,cyclosporin-a,HEPG2,24H,20uM,train,24.0,20.0,1.3010299956639813,train
181,4018,L1000,L1000::mitoxantrone::HEPG2::::24H::1.25uM::CRCGN012::C23::BRD-K21680192,Mitoxantrone; mitoxantrone,HEPG2,24H,1.25uM,train,24.0,1.25,0.09691001300805642,validation
190,4018,L1000,L1000::mitoxantrone::HEPG2::::24H::2.5uM::CRCGN012::C22::BRD-K21680192,Mitoxantrone; mitoxantrone,HEPG2,24H,2.5uM,test,24.0,2.5,0.3979400086720376,validation
191,4018,L1000,L1000::mitoxantrone::HEPG2::::24H::20uM::CRCGN012::C19::BRD-K21680192,Mitoxantrone; mitoxantrone,HEPG2,24H,20uM,train,24.0,20.0,1.3010299956639813,validation
192,4018,L1000,L1000::mitoxantrone::HEPG2::::24H::10uM::CRCGN012::C20::BRD-K21680192,Mitoxantrone; mitoxantrone,HEPG2,24H,10uM,train,24.0,10.0,1.0,validation
194,5275,L1000,L1000::penicillin-v-potassium::HEPG2::::24H::1.25uM::CRCGN012::I05::BRD-K43966364,BRD-K43966364; Penicillin V,HEPG2,24H,1.25uM,train,24.0,1.25,0.09691001300805642,train
196,8330,L1000,L1000::pentachlorophenol::HEPG2::::24H::40uM::CRCGN012::C07::BRD-K50711164,Pentachlorophenol; pentachlorophenol,HEPG2,24H,40uM,train,24.0,40.0,1.6020599913279623,train
199,1827,L1000,L1000::geldanamycin::HEPG2::::24H::2.5uM::CRCGN012::O04::BRD-A19500257,Geldanamycin; geldanamycin,HEPG2,24H,2.5uM,train,24.0,2.5,0.3979400086720376,train
200,706,L1000,L1000::withaferin-a::HEPG2::::24H::20uM::CRCGN012::G13::BRD-K88378636,Withaferin A; withaferin-a,HEPG2,24H,20uM,train,24.0,20.0,1.3010299956639813,train
202,706,L1000,L1000::withaferin-a::HEPG2::::24H::1.25uM::CRCGN012::G17::BRD-K88378636,Withaferin A; withaferin-a,HEPG2,24H,1.25uM,train,24.0,1.25,0.09691001300805642,train
204,4802,L1000,L1000::curcumin::HEPG2::::24H::20uM::CRCGN012::N19::BRD-K07572174,curcumin,HEPG2,24H,20uM,train,24.0,20.0,1.3010299956639813,train
205,1827,L1000,L1000::geldanamycin::HEPG2::::24H::20uM::CRCGN012::O01::BRD-A19500257,Geldanamycin; geldanamycin,HEPG2,24H,20uM,train,24.0,20.0,1.3010299956639813,train
207,706,L1000,L1000::withaferin-a::HEPG2::::24H::4uM::CRCGN012::G15::BRD-K88378636,Withaferin A; withaferin-a,HEPG2,24H,4uM,val,24.0,4.0,0.6020599913279624,train
208,1827,L1000,L1000::geldanamycin::HEPG2::::24H::4uM::CRCGN012::O03::BRD-A19500257,Geldanamycin; geldanamycin,HEPG2,24H,4uM,test,24.0,4.0,0.6020599913279624,train
212,1827,L1000,L1000::geldanamycin::HEPG2::::24H::1.25uM::CRCGN012::O05::BRD-A19500257,Geldanamycin; geldanamycin,HEPG2,24H,1.25uM,train,24.0,1.25,0.09691001300805642,train
213,1375,L1000,L1000::GSK-269962::HA1E::::24H::0.125uM::PBIOA020::E23::BRD-K89464729,GSK-269962; Gsk-269962A,HA1E,24H,0.125uM,train,24.0,0.125,-0.9030899869919435,train
214,6724,L1000,L1000::CID 73819568::HA1E::::24H::10uM::PBIOA020::C01::BRD-K67548518,BRD-K67548518; CID 73819568,HA1E,24H,10uM,train,24.0,10.0,1.0,test
215,1375,L1000,L1000::GSK-269962::HA1E::::24H::10uM::PBIOA020::E19::BRD-K89464729,GSK-269962; Gsk-269962A,HA1E,24H,10uM,train,24.0,10.0,1.0,train
216,1419,L1000,L1000::LY-2183240::HA1E::::24H::10uM::PBIOA020::H01::BRD-K37865504,"5-([1,1'-Biphenyl]-4-ylmethyl)-N,N-dimethyl-1H-tetrazole-1-carboxamide; LY-2183240",HA1E,24H,10uM,train,24.0,10.0,1.0,train
217,3968,L1000,L1000::GSK-1059615::HA1E::::24H::10uM::PBIOA020::A07::BRD-K06750613,"(5Z)-5-[(4-pyridin-4-ylquinolin-6-yl)methylidene]-1,3-thiazolidine-2,4-dione; Gsk-1059615",HA1E,24H,10uM,train,24.0,10.0,1.0,train
222,1419,L1000,L1000::LY-2183240::HA1E::::24H::3.33uM::PBIOA020::H02::BRD-K37865504,"5-([1,1'-Biphenyl]-4-ylmethyl)-N,N-dimethyl-1H-tetrazole-1-carboxamide; LY-2183240",HA1E,24H,3.33uM,train,24.0,3.33,0.5224442335063199,train
224,1827,L1000,L1000::geldanamycin::HA1E::::24H::10uM::PBIOA020::G13::BRD-K11528507,Geldanamycin; geldanamycin,HA1E,24H,10uM,test,24.0,10.0,1.0,train
225,706,L1000,L1000::withaferin-a::HA1E::::24H::10uM::PBIOA020::G16::BRD-K88378636,Withaferin A; withaferin-a,HA1E,24H,10uM,train,24.0,10.0,1.0,train
226,1375,L1000,L1000::GSK-269962::HA1E::::24H::3.33uM::PBIOA020::E20::BRD-K89464729,GSK-269962; Gsk-269962A,HA1E,24H,3.33uM,test,24.0,3.33,0.5224442335063199,train
228,3968,L1000,L1000::GSK-1059615::HA1E::::24H::3.33uM::PBIOA020::A08::BRD-K06750613,"(5Z)-5-[(4-pyridin-4-ylquinolin-6-yl)methylidene]-1,3-thiazolidine-2,4-dione; Gsk-1059615",HA1E,24H,3.33uM,train,24.0,3.33,0.5224442335063199,train
229,3968,L1000,L1000::GSK-1059615::HA1E::::24H::1.11uM::PBIOA020::A09::BRD-K06750613,"(5Z)-5-[(4-pyridin-4-ylquinolin-6-yl)methylidene]-1,3-thiazolidine-2,4-dione; Gsk-1059615",HA1E,24H,1.11uM,test,24.0,1.11,0.045322978786657475,train
230,1375,L1000,L1000::GSK-269962::HA1E::::24H::0.37uM::PBIOA020::E22::BRD-K89464729,GSK-269962; Gsk-269962A,HA1E,24H,0.37uM,train,24.0,0.37,-0.431798275933005,train
231,132,L1000,L1000::tanespimycin::HA1E::::24H::10uM::PBIOA020::O04::BRD-A61304759,"Tanespimycin; [(4E,6Z,8S,9S,10E,12S,13R,14S,16R)-13-hydroxy-8,14-dimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-19-(prop-2-enylamino)-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl] carbamate",HA1E,24H,10uM,train,24.0,10.0,1.0,train
233,1375,L1000,L1000::GSK-269962::HA1E::::24H::1.11uM::PBIOA020::E21::BRD-K89464729,GSK-269962; Gsk-269962A,HA1E,24H,1.11uM,train,24.0,1.11,0.045322978786657475,train
234,1375,L1000,L1000::GSK-269962::HA1E::::24H::0.04uM::PBIOA020::E24::BRD-K89464729,GSK-269962; Gsk-269962A,HA1E,24H,0.04uM,val,24.0,0.04,-1.3979400086720375,train
235,592,L1000,L1000::trichostatin-a::HA1E::::24H::10uM::PBIOA020::C19::BRD-A19037878,BRD-K68202742; Trichostatin A,HA1E,24H,10uM,val,24.0,10.0,1.0,validation
236,3150,L1000,L1000::AS-601245::MCF7::::3H::0.37uM::LJP005::P04::BRD-A60245366,"1,3-Benzothiazol-2-yl(2-((2-(3-pyridinyl)ethyl)amino)-4-pyrimidinyl)acetonitrile; AS-601245",MCF7,3H,0.37uM,train,3.0,0.37,-0.431798275933005,train
237,1310,L1000,L1000::roscovitine::MCF7::::3H::10uM::LJP005::J01::BRD-K07691486,(2R)-2-[[6-(benzylamino)-9-propan-2-ylpurin-2-yl]amino]butan-1-ol; Roscovitine; roscovitine,MCF7,3H,10uM,train,3.0,10.0,1.0,train
238,4018,L1000,L1000::mitoxantrone::MCF7::::3H::0.12uM::LJP005::C23::BRD-K21680192,Mitoxantrone; mitoxantrone,MCF7,3H,0.12uM,train,3.0,0.12,-0.9208187539523752,validation
239,3159,L1000,L1000::ruxolitinib::MCF7::::3H::10uM::LJP005::O13::BRD-K53972329,Ruxolitinib; ruxolitinib,MCF7,3H,10uM,train,3.0,10.0,1.0,train
240,3459,L1000,L1000::torin-2::MCF7::::3H::10uM::LJP005::I19::BRD-K68174511,"9-(6-Aminopyridin-3-yl)-1-(3-(trifluoromethyl)phenyl)benzo(h)(1,6)naphthyridin-2(1H)-one; torin-2",MCF7,3H,10uM,train,3.0,10.0,1.0,train
241,2072,L1000,L1000::CP-466722::MCF7::::3H::0.12uM::LJP005::I11::BRD-K15592317,CP-466722; CP466722,MCF7,3H,0.12uM,train,3.0,0.12,-0.9208187539523752,train
242,3459,L1000,L1000::torin-2::MCF7::::3H::1.11uM::LJP005::I21::BRD-K68174511,"9-(6-Aminopyridin-3-yl)-1-(3-(trifluoromethyl)phenyl)benzo(h)(1,6)naphthyridin-2(1H)-one; torin-2",MCF7,3H,1.11uM,train,3.0,1.11,0.045322978786657475,train
244,4018,L1000,L1000::mitoxantrone::MCF7::::3H::1.11uM::LJP005::C21::BRD-K21680192,Mitoxantrone; mitoxantrone,MCF7,3H,1.11uM,train,3.0,1.11,0.045322978786657475,validation
245,6695,L1000,L1000::XMD-16144::MCF7::::3H::10uM::LJP005::M07::BRD-U64521890,"(E)-4-(dimethylamino)-N-[3-[(5,11-dimethyl-6-oxopyrimido[4,5-b][1,4]benzodiazepin-2-yl)amino]phenyl]but-2-enamide; XMD-16144",MCF7,3H,10uM,val,3.0,10.0,1.0,train
246,15232,L1000,L1000::WH-4-025::MCF7::::3H::3.33uM::LJP005::O08::BRD-U60236422,WH-4025,MCF7,3H,3.33uM,train,3.0,3.33,0.5224442335063199,train
247,2072,L1000,L1000::CP-466722::MCF7::::3H::3.33uM::LJP005::I08::BRD-K15592317,CP-466722; CP466722,MCF7,3H,3.33uM,train,3.0,3.33,0.5224442335063199,train
248,2947,L1000,L1000::alpelisib::MCF7::::3H::10uM::LJP005::N01::BRD-K54997624,Alpelisib,MCF7,3H,10uM,train,3.0,10.0,1.0,test
251,631,L1000,L1000::crizotinib::MCF7::::3H::10uM::LJP005::A19::BRD-K78431006,(S)-Crizotinib; Crizotinib; crizotinib,MCF7,3H,10uM,train,3.0,10.0,1.0,train
252,234,L1000,L1000::PIK-93::MCF7::::3H::10uM::LJP005::K13::BRD-K29395450,"N-(5-{4-Chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide; PIK-93",MCF7,3H,10uM,train,3.0,10.0,1.0,train
253,1516,L1000,L1000::PF-431396::MCF7::::3H::10uM::LJP005::E07::BRD-K93788137,"N-Methyl-N-(2-(((2-((2-oxo-2,3-dihydro-1H-indol-5-yl)amino)-5-(trifluoromethyl)pyrimidin-4-yl)amino)methyl)phenyl)methanesulfonamide; PF-431396",MCF7,3H,10uM,test,3.0,10.0,1.0,train
258,6445,L1000,L1000::radicicol::MCF7::::3H::10uM::LJP005::K07::BRD-A39996500,"(9E,11E)-16-chloro-17,19-dihydroxy-4-methyl-3,7-dioxatricyclo[13.4.0.06,8]nonadeca-1(15),9,11,16,18-pentaene-2,13-dione; radicicol",MCF7,3H,10uM,train,3.0,10.0,1.0,train
260,3150,L1000,L1000::AS-601245::MCF7::::3H::1.11uM::LJP005::P03::BRD-A60245366,"1,3-Benzothiazol-2-yl(2-((2-(3-pyridinyl)ethyl)amino)-4-pyrimidinyl)acetonitrile; AS-601245",MCF7,3H,1.11uM,train,3.0,1.11,0.045322978786657475,train
261,3459,L1000,L1000::torin-2::MCF7::::3H::3.33uM::LJP005::I20::BRD-K68174511,"9-(6-Aminopyridin-3-yl)-1-(3-(trifluoromethyl)phenyl)benzo(h)(1,6)naphthyridin-2(1H)-one; torin-2",MCF7,3H,3.33uM,train,3.0,3.33,0.5224442335063199,train
262,3150,L1000,L1000::AS-601245::MCF7::::3H::10uM::LJP005::P01::BRD-A60245366,"1,3-Benzothiazol-2-yl(2-((2-(3-pyridinyl)ethyl)amino)-4-pyrimidinyl)acetonitrile; AS-601245",MCF7,3H,10uM,train,3.0,10.0,1.0,train
263,444,L1000,L1000::MG-132::MCF10A::::24H::20uM::REP.A009::O06::BRD-K60230970,MG-132,MCF10A,24H,20uM,test,24.0,20.0,1.3010299956639813,train
264,3193,L1000,L1000::donitriptan::MCF10A::::24H::0.37uM::REP.A009::I16::BRD-K31092604,Donitriptan; donitriptan,MCF10A,24H,0.37uM,train,24.0,0.37,-0.431798275933005,train
265,444,L1000,L1000::MG-132::MCF10A::::24H::20uM::REP.A009::K12::BRD-K60230970,MG-132,MCF10A,24H,20uM,test,24.0,20.0,1.3010299956639813,train
266,3110,L1000,L1000::GSK-2110183::MCF10A::::24H::3.33uM::REP.A009::A08::BRD-K25412176,Afuresertib; GSK-2110183,MCF10A,24H,3.33uM,train,24.0,3.33,0.5224442335063199,train
268,1473,L1000,L1000::resminostat::MCF10A::::24H::10uM::REP.A009::C07::BRD-K28822270,Resminostat; resminostat,MCF10A,24H,10uM,train,24.0,10.0,1.0,validation
270,1473,L1000,L1000::resminostat::MCF10A::::24H::3.33uM::REP.A009::C08::BRD-K28822270,Resminostat; resminostat,MCF10A,24H,3.33uM,train,24.0,3.33,0.5224442335063199,validation
271,2715,L1000,L1000::API-001::MCF10A::::24H::0.37uM::REP.A009::H16::BRD-K26325692,4-(2-((5-Methyl-1-(2-naphthalenyl)-1H-pyrazol-3-yl)oxy)ethyl)morpholine; API-001,MCF10A,24H,0.37uM,train,24.0,0.37,-0.431798275933005,validation
272,2092,L1000,L1000::adapalene::MCF10A::::24H::10uM::REP.A009::N07::BRD-K33127281,Adapalene; adapalene,MCF10A,24H,10uM,train,24.0,10.0,1.0,test
273,444,L1000,L1000::MG-132::MCF10A::::24H::20uM::REP.A009::K08::BRD-K60230970,MG-132,MCF10A,24H,20uM,train,24.0,20.0,1.3010299956639813,train
274,3057,L1000,L1000::TAK-733::MCF10A::::24H::0.04uM::REP.A009::G24::BRD-K26667523,TAK-733; Tak-733,MCF10A,24H,0.04uM,test,24.0,0.04,-1.3979400086720375,train
275,632,L1000,L1000::L-690330::MCF10A::::24H::10uM::REP.A009::O19::BRD-K28470988,L 690330; L-690330,MCF10A,24H,10uM,train,24.0,10.0,1.0,train
276,3057,L1000,L1000::TAK-733::MCF10A::::24H::0.125uM::REP.A009::G23::BRD-K26667523,TAK-733; Tak-733,MCF10A,24H,0.125uM,train,24.0,0.125,-0.9030899869919435,train
277,427,L1000,L1000::bortezomib::MCF10A::::24H::20uM::REP.A009::C21::BRD-K50691590,Bortezomib,MCF10A,24H,20uM,train,24.0,20.0,1.3010299956639813,train
278,427,L1000,L1000::bortezomib::MCF10A::::24H::20uM::REP.A009::G17::BRD-K50691590,Bortezomib,MCF10A,24H,20uM,train,24.0,20.0,1.3010299956639813,train
279,427,L1000,L1000::bortezomib::MCF10A::::24H::20uM::REP.A009::G13::BRD-K50691590,Bortezomib,MCF10A,24H,20uM,train,24.0,20.0,1.3010299956639813,train
280,74,L1000,L1000::seocalcitol::MCF10A::::24H::0.37uM::REP.A009::D04::BRD-K28456624,Seocalcitol; seocalcitol,MCF10A,24H,0.37uM,train,24.0,0.37,-0.431798275933005,test
281,3826,L1000,L1000::LY-215490::MCF10A::::24H::3.33uM::REP.A009::P08::BRD-K34313798,LY-215490; Tezampanel,MCF10A,24H,3.33uM,val,24.0,3.33,0.5224442335063199,train
282,74,L1000,L1000::seocalcitol::MCF10A::::24H::3.33uM::REP.A009::D02::BRD-K28456624,Seocalcitol; seocalcitol,MCF10A,24H,3.33uM,train,24.0,3.33,0.5224442335063199,test
283,1972,L1000,L1000::AZD-4547::MCF10A::::24H::3.33uM::REP.A009::B20::BRD-K28392481,"Azd-4547; N-[5-[2-(3,5-dimethoxyphenyl)ethyl]-1H-pyrazol-3-yl]-4-[(3R,5S)-3,5-dimethylpiperazin-1-yl]benzamide",MCF10A,24H,3.33uM,val,24.0,3.33,0.5224442335063199,train
284,2725,L1000,L1000::brivanib::MCF10A::::24H::10uM::REP.A009::C01::BRD-K28428262,Brivanib; brivanib,MCF10A,24H,10uM,train,24.0,10.0,1.0,train
285,427,L1000,L1000::bortezomib::MCF10A::::24H::20uM::REP.A009::C20::BRD-K50691590,Bortezomib,MCF10A,24H,20uM,train,24.0,20.0,1.3010299956639813,train
286,444,L1000,L1000::MG-132::MCF10A::::24H::20uM::REP.A009::O02::BRD-K60230970,MG-132,MCF10A,24H,20uM,train,24.0,20.0,1.3010299956639813,train
287,427,L1000,L1000::bortezomib::MCF10A::::24H::20uM::REP.A009::C23::BRD-K50691590,Bortezomib,MCF10A,24H,20uM,train,24.0,20.0,1.3010299956639813,train
288,3110,L1000,L1000::GSK-2110183::MCF10A::::24H::1.11uM::REP.A009::A09::BRD-K25412176,Afuresertib; GSK-2110183,MCF10A,24H,1.11uM,train,24.0,1.11,0.045322978786657475,train
289,427,L1000,L1000::bortezomib::MCF10A::::24H::20uM::REP.A009::G18::BRD-K50691590,Bortezomib,MCF10A,24H,20uM,train,24.0,20.0,1.3010299956639813,train
290,1972,L1000,L1000::AZD-4547::MCF10A::::24H::10uM::REP.A009::B19::BRD-K28392481,"Azd-4547; N-[5-[2-(3,5-dimethoxyphenyl)ethyl]-1H-pyrazol-3-yl]-4-[(3R,5S)-3,5-dimethylpiperazin-1-yl]benzamide",MCF10A,24H,10uM,train,24.0,10.0,1.0,train
292,5264,L1000,L1000::BVD-523::MCF10A::::24H::10uM::REP.A009::D13::BRD-K28965160,BVD-523; Ulixertinib,MCF10A,24H,10uM,train,24.0,10.0,1.0,train
293,2725,L1000,L1000::brivanib::MCF10A::::24H::1.11uM::REP.A009::C03::BRD-K28428262,Brivanib; brivanib,MCF10A,24H,1.11uM,train,24.0,1.11,0.045322978786657475,train
294,427,L1000,L1000::bortezomib::MCF10A::::24H::20uM::REP.A009::C19::BRD-K50691590,Bortezomib,MCF10A,24H,20uM,train,24.0,20.0,1.3010299956639813,train
295,444,L1000,L1000::MG-132::MCF10A::::24H::20uM::REP.A009::K11::BRD-K60230970,MG-132,MCF10A,24H,20uM,train,24.0,20.0,1.3010299956639813,train
297,267,L1000,L1000::paclitaxel::MCF10A::::24H::0.04uM::REP.A009::H24::BRD-A28746609,"[(1S,2S,3S,4S,7S,9S,10S,12R,15S)-4,12-diacetyloxy-15-[(2R,3S)-3-benzamido-2-hydroxy-3-phenylpropanoyl]oxy-1,9-dihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate; paclitaxel",MCF10A,24H,0.04uM,test,24.0,0.04,-1.3979400086720375,train
298,1473,L1000,L1000::resminostat::MCF10A::::24H::0.37uM::REP.A009::C10::BRD-K28822270,Resminostat; resminostat,MCF10A,24H,0.37uM,train,24.0,0.37,-0.431798275933005,validation
